rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2
8628,6466939,K06717.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5058.00,151.00,-151.00,4.651,0.060,-0.035,-0.9800,0.3000,-0.3000,0.6080,0.0470,-0.0420,0.6030,0.0550,-0.0220,,,
8629,6468938,K06718.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6047.00,163.00,-181.00,4.246,0.220,-0.180,-0.3200,0.3000,-0.3000,1.2110,0.3430,-0.3120,0.9430,0.1430,-0.0950,,,
8630,8429014,K07885.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,6881.00,168.00,-265.00,4.301,0.072,-0.217,-0.0400,0.2500,-0.3500,1.3510,0.5000,-0.1670,1.3400,0.2190,-0.1790,,,
8631,7200301,K06844.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5691.00,152.00,-169.00,4.544,0.033,-0.176,0.0700,0.2000,-0.3500,0.8870,0.2170,-0.0780,1.0030,0.0800,-0.1370,,,
8632,7203179,K06845.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6508.00,155.00,-214.00,4.287,0.105,-0.195,-0.0600,0.2500,-0.3000,1.3120,0.4350,-0.2180,1.2170,0.1880,-0.1690,,,
8633,7203194,K06846.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6158.00,150.00,-214.00,4.455,0.052,-0.195,-0.0600,0.2500,-0.3000,1.0260,0.3020,-0.1080,1.0920,0.1390,-0.1390,,,
8634,7204073,K06847.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4208.00,113.00,-138.00,4.662,0.059,-0.023,-0.3600,0.3000,-0.3000,0.5830,0.0440,-0.0610,0.5700,0.0630,-0.0510,,,
8635,7212722,K06848.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5932.00,141.00,-177.00,4.580,0.033,-0.176,-0.5400,0.3000,-0.3000,0.7950,0.2060,-0.0550,0.8820,0.0870,-0.0960,,,
8636,7217088,K06849.01,,CANDIDATE,CANDIDATE,0.9970,5767.00,78.00,-78.00,4.316,0.126,-0.115,0.1400,0.1500,-0.1500,1.1590,0.1890,-0.1550,1.0150,0.0800,-0.0580,,,
8637,7280953,K06850.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,,,,,,,,,
8638,7281217,K06851.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5593.00,167.00,-167.00,4.584,0.051,-0.119,-0.5000,0.3000,-0.3000,0.7520,0.1490,-0.0640,0.7910,0.0950,-0.0710,,,
8639,7281229,K06852.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6108.00,193.00,-236.00,4.466,0.052,-0.208,0.0700,0.2000,-0.3500,1.0300,0.3020,-0.1300,1.1320,0.1350,-0.1660,,,
8640,8143170,K06976.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5154.00,108.00,-185.00,3.461,0.222,-0.148,0.0800,0.2000,-0.3500,3.9810,0.7210,-1.3390,1.6720,0.2060,-0.6170,,,
8641,8145789,K06977.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5009.00,135.00,-150.00,4.584,0.072,-0.054,-0.4600,0.3000,-0.3000,0.6900,0.0740,-0.0670,0.6660,0.0880,-0.0440,,,
8642,8145958,K06978.01,,CANDIDATE,CANDIDATE,0.9780,5763.00,78.00,-78.00,4.256,0.143,-0.117,0.1200,0.1500,-0.1500,1.2420,0.2000,-0.2000,1.0140,0.0810,-0.0650,,,
8643,8155584,K06979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6287.00,198.00,-242.00,4.231,0.190,-0.171,-0.3400,0.3000,-0.3000,1.2800,0.3730,-0.3050,1.0150,0.1720,-0.1290,,,
8644,8155654,K06980.01,,CANDIDATE,CANDIDATE,0.9430,6214.00,167.00,-223.00,4.442,0.056,-0.224,0.0700,0.2500,-0.3000,1.0760,0.3840,-0.1020,1.1690,0.1580,-0.1580,,,
8645,8158324,K06981.01,,FALSE POSITIVE,FALSE POSITIVE,,6103.00,163.00,-186.00,4.391,0.096,-0.096,-0.3400,0.2800,-0.3000,1.0300,0.3710,-0.1350,0.9530,0.1290,-0.1070,,,
8646,8162376,K06982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5037.00,152.00,-167.00,4.689,0.052,-0.024,-1.3800,0.3000,-0.3000,0.5680,0.0300,-0.0340,0.5740,0.0380,-0.0210,,,
8647,8167504,K06983.01,,CANDIDATE,CANDIDATE,0.9900,5618.00,76.00,-76.00,4.449,0.068,-0.110,0.1200,0.1500,-0.1500,0.9690,0.1300,-0.0700,0.9620,0.0540,-0.0540,,,
8648,8953281,K07112.01,,FALSE POSITIVE,FALSE POSITIVE,0.1670,5176.00,154.00,-154.00,4.589,0.077,-0.063,-0.6600,0.3500,-0.3000,0.6810,0.0810,-0.0660,0.6570,0.0830,-0.0330,,,
8649,8953426,K07113.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6234.00,195.00,-260.00,4.351,0.093,-0.201,-0.0200,0.2500,-0.3000,1.1590,0.3920,-0.1680,1.0970,0.1890,-0.1420,,,
8650,8953475,K07114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6276.00,198.00,-242.00,4.170,0.258,-0.172,-0.4200,0.3000,-0.3000,1.3530,0.3670,-0.3670,0.9880,0.1570,-0.1290,,,
8651,8957572,K07115.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6742.00,160.00,-200.00,3.688,0.304,-0.076,-0.1400,0.3000,-0.2500,3.1380,0.3960,-1.1880,1.7520,0.1660,-0.3870,,,
8652,8958811,K07116.01,,CANDIDATE,CANDIDATE,0.8420,5821.00,78.00,-78.00,4.421,0.054,-0.117,0.1200,0.1500,-0.1500,1.0360,0.1660,-0.0710,1.0310,0.0690,-0.0630,,,
8653,8958939,K07117.01,,CANDIDATE,CANDIDATE,,6146.00,151.00,-193.00,4.497,0.045,-0.045,-0.2600,0.2400,-0.3000,0.9430,0.2900,-0.0890,1.0200,0.0950,-0.1290,,,
8654,8958939,K07117.02,,CANDIDATE,CANDIDATE,,6146.00,151.00,-193.00,4.497,0.045,-0.045,-0.2600,0.2400,-0.3000,0.9430,0.2900,-0.0890,1.0200,0.0950,-0.1290,,,
8655,8973000,K07118.01,,FALSE POSITIVE,FALSE POSITIVE,,5231.00,161.00,-165.00,4.721,0.043,-0.043,-2.5000,0.3000,-0.3000,0.5440,0.0270,-0.0280,0.5690,0.0360,-0.0190,,,
8656,9881258,K07242.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6105.00,164.00,-182.00,4.412,0.087,-0.203,-0.2400,0.3000,-0.3000,1.0250,0.3080,-0.1320,0.9900,0.1420,-0.1160,,,
8657,9899153,K07243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4895.00,145.00,-145.00,4.502,0.088,-0.528,0.2600,0.2000,-0.3000,0.8280,0.0780,-0.0850,0.7960,0.0670,-0.0540,,,
8658,9899193,K07244.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6600.00,161.00,-181.00,4.047,0.234,-0.126,-0.4000,0.3000,-0.3000,1.6810,0.3630,-0.4440,1.1480,0.1960,-0.1420,,,
8659,9899410,K07245.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5154.00,153.00,-307.00,2.435,0.033,-0.030,-0.5000,0.1500,-0.3000,16.4860,0.9620,-5.4520,2.7000,0.2500,-1.5020,,,
8660,9899421,K07246.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4601.00,64.00,-46.00,2.321,0.030,-0.027,-0.2200,0.1500,-0.1000,12.5810,1.5960,-1.3060,1.2090,0.3820,-0.2060,,,
8661,9899577,K07247.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5309.00,159.00,-143.00,4.595,0.032,-0.104,-0.1600,0.3000,-0.3000,0.7630,0.1220,-0.0660,0.8430,0.0780,-0.0960,,,
8662,9899583,K07248.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6108.00,171.00,-192.00,4.471,0.050,-0.200,-0.0800,0.2500,-0.3500,0.9970,0.3120,-0.1040,1.0720,0.1330,-0.1480,,,
8663,9906489,K07249.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6543.00,132.00,-198.00,4.382,0.057,-0.133,-0.1600,0.2000,-0.3000,1.1590,0.2320,-0.1250,1.1810,0.1250,-0.1530,,,
8664,10815677,K07376.01,,CANDIDATE,CANDIDATE,0.7560,5849.00,157.00,-192.00,4.517,0.046,-0.184,-0.0200,0.2500,-0.3000,0.9190,0.2600,-0.0870,1.0140,0.1160,-0.1270,,,
8665,10816107,K07377.01,,FALSE POSITIVE,FALSE POSITIVE,0.0080,5888.00,177.00,-159.00,4.167,0.364,-0.196,-0.6200,0.3000,-0.2500,1.2190,0.3960,-0.3960,0.7960,0.1100,-0.0470,,,
8666,10843431,K07378.01,Kepler-1999 b,CONFIRMED,CANDIDATE,0.9940,4406.00,154.00,-170.00,4.643,0.044,-0.032,-0.2400,0.3000,-0.3000,0.6280,0.0510,-0.0560,0.6320,0.0630,-0.0570,,,
8667,10847907,K07379.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6328.00,177.00,-243.00,4.035,0.276,-0.161,0.0800,0.2500,-0.3000,1.8640,0.5360,-0.6550,1.3740,0.1900,-0.2850,,,
8668,10848097,K07380.01,,CANDIDATE,CANDIDATE,,5472.00,176.00,-146.00,4.440,0.116,-0.116,-0.3000,0.3700,-0.2400,0.8770,0.4210,-0.1170,0.7720,0.1510,-0.0530,,,
8669,10849244,K07381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6151.00,146.00,-200.00,4.473,0.050,-0.150,-0.1800,0.2500,-0.3500,0.9830,0.2170,-0.1090,1.0480,0.1160,-0.1410,,,
8670,10857589,K07382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5845.00,145.00,-174.00,4.558,0.044,-0.176,-0.2800,0.3000,-0.3000,0.8380,0.2270,-0.0710,0.9260,0.1010,-0.1110,,,
8671,10866969,K07383.01,,CANDIDATE,CANDIDATE,,5357.00,181.00,-147.00,4.503,0.074,-0.074,-0.2600,0.3600,-0.2600,0.8140,0.3030,-0.0860,0.7720,0.1410,-0.0590,,,
8672,12022718,K07508.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5845.00,141.00,-176.00,4.541,0.037,-0.212,-0.1600,0.3000,-0.3000,0.8740,0.2610,-0.0700,0.9680,0.1100,-0.1210,,,
8673,12053823,K07509.01,,FALSE POSITIVE,FALSE POSITIVE,,6581.00,185.00,-248.00,3.824,0.341,-0.341,-0.1600,0.2400,-0.2800,2.4200,0.6670,-0.9740,1.4280,0.2560,-0.3380,,,
8674,12067960,K07510.01,,CANDIDATE,CANDIDATE,0.9720,5699.00,152.00,-169.00,4.553,0.040,-0.160,-0.1000,0.3000,-0.3000,0.8530,0.1930,-0.0690,0.9500,0.0940,-0.1150,,,
8675,12071006,K07511.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7598.00,75.00,-83.00,3.867,0.163,-0.075,0.0600,0.1000,-0.1500,2.6920,0.2600,-0.6070,1.9450,0.0270,-0.2280,,,
8676,12105785,K07512.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5524.00,165.00,-165.00,3.693,0.287,-0.123,-0.1200,0.3000,-0.3000,2.7340,0.5400,-1.0030,1.3460,0.1570,-0.3650,,,
8677,12106875,K07513.01,,FALSE POSITIVE,FALSE POSITIVE,,5475.00,170.00,-139.00,4.426,0.111,-0.111,-0.1200,0.3200,-0.2400,0.9230,0.3780,-0.1180,0.8290,0.1280,-0.0650,,,
8678,12157983,K07514.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5693.00,154.00,-154.00,4.570,0.042,-0.168,-0.2400,0.3000,-0.3000,0.8160,0.2080,-0.0690,0.9110,0.0890,-0.1090,,,
8679,12164751,K07515.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6315.00,170.00,-189.00,4.292,0.204,-0.167,-0.7600,0.3000,-0.3000,1.1080,0.2900,-0.2370,0.8750,0.1040,-0.0760,,,
8680,12217907,K07516.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6003.00,188.00,-230.00,4.507,0.054,-0.229,-0.1400,0.3000,-0.3000,0.9320,0.3070,-0.0820,1.0190,0.1420,-0.1420,,,
8681,10028352,K01957.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6823.00,61.00,-91.00,4.040,0.121,-0.148,0.3600,0.1000,-0.2000,2.0370,0.4860,-0.3650,1.6600,0.1550,-0.1550,,,
8682,6307083,K02050.02,,CANDIDATE,CANDIDATE,0.9390,5061.00,83.00,-76.00,4.488,0.088,-0.028,0.1000,0.1500,-0.1500,0.8410,0.0380,-0.0660,0.7930,0.0600,-0.0300,,,
8683,7620413,K02103.02,,CANDIDATE,CANDIDATE,0.9940,5579.00,75.00,-75.00,4.389,0.105,-0.105,0.1400,0.1500,-0.1500,1.0290,0.1520,-0.1140,0.9450,0.0660,-0.0480,,,
8684,11705004,K02199.02,,CANDIDATE,CANDIDATE,0.9960,5311.00,175.00,-159.00,4.588,0.030,-0.112,-0.0400,0.3000,-0.3000,0.7880,0.1320,-0.0660,0.8840,0.0700,-0.1040,,,
8685,2854181,K02232.02,,CANDIDATE,CANDIDATE,0.9990,5492.00,82.00,-74.00,4.389,0.105,-0.095,0.1600,0.1500,-0.1500,1.0160,0.1310,-0.1080,0.9210,0.0570,-0.0420,,,
8686,5978559,K02321.02,,CANDIDATE,CANDIDATE,0.6190,6002.00,71.00,-89.00,4.424,0.032,-0.120,0.2000,0.1500,-0.1500,1.0810,0.1710,-0.0610,1.1350,0.0620,-0.0700,,,
8687,8838950,K02421.02,,CANDIDATE,CANDIDATE,0.8860,4671.00,139.00,-153.00,4.721,0.048,-0.028,-1.3000,0.3000,-0.3000,0.5280,0.0280,-0.0340,0.5340,0.0360,-0.0220,,,
8688,6867555,K02439.02,,CANDIDATE,CANDIDATE,0.9960,6321.00,174.00,-261.00,4.417,0.056,-0.224,0.0700,0.2500,-0.3500,1.1250,0.3700,-0.1230,1.2070,0.1690,-0.1690,,,
8689,12208631,K02449.02,,CANDIDATE,CANDIDATE,1.0000,5481.00,82.00,-74.00,4.369,0.121,-0.099,0.1600,0.1500,-0.1500,1.0360,0.1380,-0.1240,0.9150,0.0610,-0.0420,,,
8690,3346543,K06329.01,,CANDIDATE,CANDIDATE,0.7090,5623.00,93.00,-67.00,3.877,0.233,-0.078,0.1600,0.1500,-0.1500,2.1090,0.3140,-0.6270,1.2210,0.1040,-0.1930,,,
8691,3352751,K06330.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8529.00,76.00,-93.00,4.249,0.063,-0.108,-0.4200,0.1000,-0.2000,1.5580,0.2660,-0.1430,1.5720,0.1170,-0.0850,,,
8692,3356193,K06331.01,,CANDIDATE,CANDIDATE,0.4520,5704.00,169.00,-186.00,4.575,0.040,-0.160,-0.3000,0.3000,-0.3000,0.8040,0.1920,-0.0690,0.8970,0.0880,-0.1070,,,
8693,3427776,K06332.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5448.00,178.00,-162.00,4.497,0.110,-0.110,-0.5000,0.3500,-0.3000,0.7940,0.1250,-0.1020,0.7210,0.1120,-0.0370,,,
8694,3437739,K06333.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6387.00,172.00,-211.00,4.410,0.065,-0.195,-0.1200,0.2500,-0.3000,1.1050,0.3300,-0.1410,1.1450,0.1620,-0.1620,,,
8695,3440230,K06334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8104.00,223.00,-334.00,3.675,0.493,-0.087,-0.3400,0.2000,-0.3000,3.3690,0.5760,-1.7270,1.9570,0.2230,-0.4830,,,
8696,3441340,K06335.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6122.00,165.00,-184.00,4.471,0.054,-0.229,-0.1000,0.2500,-0.3500,0.9960,0.3240,-0.1080,1.0700,0.1390,-0.1530,,,
8697,3448323,K06336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5495.00,164.00,-164.00,4.495,0.069,-0.161,-0.0200,0.3000,-0.3000,0.8820,0.2100,-0.1050,0.8870,0.1010,-0.0820,,,
8698,4862625,K06464.02,,FALSE POSITIVE,FALSE POSITIVE,,6363.00,154.00,-204.00,4.444,0.048,-0.048,-0.2600,0.2200,-0.3000,1.0350,0.4250,-0.0950,1.0830,0.1990,-0.1240,,,
8699,4863369,K06465.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,5807.00,157.00,-192.00,4.524,0.042,-0.179,0.0700,0.2500,-0.3500,0.9220,0.2310,-0.0930,1.0360,0.0920,-0.1390,,,
8700,4863753,K06466.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,5176.00,72.00,-103.00,3.534,0.224,-0.096,0.1200,0.1500,-0.2000,3.6050,0.5950,-1.1890,1.6210,0.1520,-0.4250,,,
8701,4902030,K06467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4524.00,150.00,-150.00,4.566,0.060,-0.020,0.2400,0.1500,-0.3000,0.7370,0.0310,-0.0620,0.7270,0.0520,-0.0520,,,
8702,4908495,K06468.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4926.00,133.00,-148.00,4.548,0.072,-0.044,-0.1200,0.3000,-0.3000,0.7490,0.0630,-0.0770,0.7240,0.0850,-0.0540,,,
8703,4912589,K06469.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5757.00,172.00,-189.00,4.134,0.364,-0.182,-0.2400,0.3000,-0.2500,1.3450,0.3810,-0.4650,0.8980,0.1310,-0.0870,,,
8704,4914709,K06470.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5301.00,175.00,-159.00,4.528,0.051,-0.110,0.0600,0.2500,-0.3000,0.8400,0.1380,-0.0800,0.8690,0.0800,-0.0800,,,
8705,4914737,K06471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3929.00,70.00,-78.00,4.705,0.027,-0.020,-0.1000,0.1000,-0.1000,0.5500,0.0240,-0.0300,0.5590,0.0250,-0.0280,,,
8706,5471141,K06584.01,,FALSE POSITIVE,FALSE POSITIVE,,5925.00,161.00,-197.00,4.412,0.071,-0.071,0.1200,0.1800,-0.2800,1.0660,0.4950,-0.1190,1.0700,0.2200,-0.1300,,,
8707,5471328,K06585.01,,FALSE POSITIVE,FALSE POSITIVE,,4922.00,187.00,-159.00,4.576,0.061,-0.061,-0.3200,0.3400,-0.2800,0.7040,0.1040,-0.0700,0.6810,0.1140,-0.0510,,,
8708,5471415,K06586.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,8691.00,205.00,-410.00,4.072,0.171,-0.140,0.0700,0.2000,-0.6000,2.1930,0.4820,-0.5900,2.0690,0.3410,-0.5120,,,
8709,5471480,K06587.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5853.00,157.00,-192.00,4.529,0.042,-0.168,-0.1000,0.3000,-0.3000,0.8950,0.2160,-0.0930,0.9900,0.1040,-0.1160,,,
8710,5475712,K06588.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6596.00,163.00,-212.00,4.400,0.067,-0.202,-0.4200,0.2500,-0.3000,1.0940,0.3240,-0.1390,1.0980,0.1600,-0.1310,,,
8711,5479973,K06589.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6363.00,176.00,-242.00,4.456,0.054,-0.202,-0.3200,0.2500,-0.3000,1.0120,0.3190,-0.1060,1.0650,0.1430,-0.1430,,,
8712,5513822,K06590.01,,FALSE POSITIVE,FALSE POSITIVE,,5606.00,161.00,-130.00,4.390,0.134,-0.134,-0.2200,0.3000,-0.2400,0.9620,0.3900,-0.1430,0.8290,0.1330,-0.0610,,,
8713,5513833,K06591.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3256.00,39.00,-29.00,5.071,0.044,-0.044,0.0000,0.1000,-0.1000,0.2070,0.0320,-0.0230,0.1840,0.0360,-0.0240,,,
8714,6471229,K06719.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5952.00,160.00,-160.00,4.554,0.033,-0.176,-0.3600,0.3000,-0.3000,0.8440,0.2260,-0.0710,0.9320,0.0980,-0.1090,,,
8715,6471230,K06720.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5779.00,158.00,-158.00,4.364,0.180,-0.198,-0.3800,0.3000,-0.3000,0.9900,0.2700,-0.1800,0.8270,0.1230,-0.0610,,,
8716,6521174,K06721.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5631.00,152.00,-169.00,4.557,0.032,-0.168,-0.0600,0.3000,-0.3000,0.8470,0.2210,-0.0690,0.9460,0.0940,-0.1150,,,
8717,6521542,K06722.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6153.00,166.00,-203.00,4.405,0.105,-0.195,-0.4600,0.3000,-0.3000,1.0000,0.2800,-0.1510,0.9270,0.1170,-0.0960,,,
8718,6522353,K06723.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,5252.00,184.00,-184.00,4.593,0.022,-0.120,0.0700,0.2500,-0.3000,0.7830,0.1370,-0.0490,0.8960,0.0580,-0.0950,,,
8719,6522750,K06724.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5759.00,78.00,-86.00,4.481,0.040,-0.120,0.0200,0.1500,-0.1500,0.9450,0.1340,-0.0570,0.9840,0.0560,-0.0620,,,
8720,6523216,K06725.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5750.00,77.00,-86.00,3.703,0.162,-0.108,-0.7000,0.1500,-0.1500,2.3790,0.5470,-0.5470,1.0410,0.1720,-0.1560,,,
8721,6531485,K06726.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5813.00,157.00,-174.00,4.568,0.044,-0.176,-0.3400,0.3000,-0.3000,0.8160,0.2130,-0.0710,0.9030,0.0900,-0.1110,,,
8722,6531801,K06727.01,,FALSE POSITIVE,FALSE POSITIVE,,7229.00,254.00,-320.00,4.278,0.087,-0.087,-0.3400,0.2600,-0.3800,1.3800,0.8760,-0.2050,1.3200,0.3100,-0.2230,,,
8723,7281356,K06853.01,,FALSE POSITIVE,FALSE POSITIVE,,6247.00,167.00,-210.00,4.458,0.051,-0.051,-0.2400,0.2400,-0.3200,1.0020,0.4390,-0.0980,1.0450,0.1900,-0.1280,,,
8724,7281399,K06854.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4373.00,118.00,-144.00,4.722,0.036,-0.050,-0.6600,0.3000,-0.3000,0.5440,0.0500,-0.0450,0.5690,0.0520,-0.0470,,,
8725,7281410,K06855.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,
8726,7281616,K06856.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5092.00,151.00,-151.00,4.671,0.028,-0.077,-0.5200,0.3000,-0.3000,0.6450,0.0850,-0.0390,0.7120,0.0670,-0.0670,,,
8727,7281699,K06857.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5603.00,186.00,-186.00,4.556,0.032,-0.168,-0.0400,0.3000,-0.3000,0.8460,0.2070,-0.0830,0.9410,0.0940,-0.1150,,,
8728,7282008,K06858.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5230.00,184.00,-184.00,4.594,0.026,-0.104,0.0000,0.2500,-0.3000,0.7770,0.1220,-0.0560,0.8730,0.0600,-0.1030,,,
8729,7285616,K06859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6487.00,179.00,-247.00,4.080,0.252,-0.168,-0.0400,0.2500,-0.3000,1.7480,0.5080,-0.5590,1.3430,0.1750,-0.2630,,,
8730,7335514,K06860.01,,CANDIDATE,CANDIDATE,0.9970,4524.00,81.00,-72.00,4.576,0.042,-0.012,0.1200,0.1500,-0.1500,0.7170,0.0230,-0.0380,0.7070,0.0430,-0.0250,,,
8731,8178616,K06984.01,,FALSE POSITIVE,FALSE POSITIVE,,6068.00,141.00,-173.00,4.568,0.028,-0.028,-0.5000,0.2800,-0.3000,0.8290,0.2790,-0.0610,0.9260,0.0860,-0.1130,,,
8732,8180290,K06985.01,,CANDIDATE,CANDIDATE,,6045.00,143.00,-178.00,4.494,0.043,-0.043,-0.1200,0.2000,-0.3000,0.9550,0.3060,-0.0870,1.0380,0.1100,-0.1280,,,
8733,8183389,K06986.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5081.00,151.00,-151.00,4.578,0.077,-0.044,-0.5000,0.3000,-0.3000,0.6960,0.0670,-0.0670,0.6680,0.0880,-0.0380,,,
8734,8192861,K06987.01,,FALSE POSITIVE,FALSE POSITIVE,,5952.00,159.00,-164.00,4.486,0.059,-0.059,-0.3600,0.3000,-0.2800,0.9040,0.3660,-0.0900,0.9130,0.1190,-0.0930,,,
8735,8193315,K06988.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6728.00,189.00,-260.00,4.206,0.149,-0.182,-0.2600,0.2500,-0.3000,1.4600,0.4470,-0.2980,1.2570,0.1820,-0.2020,,,
8736,8195877,K06989.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6038.00,181.00,-163.00,4.206,0.276,-0.184,-0.5400,0.3000,-0.3000,1.2130,0.3340,-0.3670,0.8640,0.1190,-0.0690,,,
8737,8196180,K06990.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7343.00,207.00,-311.00,4.020,0.273,-0.147,-0.4200,0.2500,-0.3000,1.9400,0.5200,-0.6350,1.4360,0.2100,-0.2570,,,
8738,8210721,K06991.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5619.00,152.00,-152.00,4.269,0.225,-0.184,-0.0200,0.2500,-0.3000,1.1530,0.3320,-0.2720,0.9010,0.1250,-0.0730,,,
8739,8977176,K07119.01,,FALSE POSITIVE,FALSE POSITIVE,,6344.00,186.00,-188.00,4.091,0.289,-0.289,-0.9000,0.3000,-0.2800,1.3900,0.5280,-0.3920,0.8690,0.1270,-0.0770,,,
8740,9001468,K07120.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5079.00,166.00,-151.00,4.588,0.072,-0.048,-0.5600,0.3500,-0.3000,0.6830,0.0650,-0.0650,0.6590,0.0850,-0.0360,,,
8741,9005854,K07121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5356.00,159.00,-159.00,4.589,0.035,-0.119,-0.1200,0.3000,-0.3000,0.7800,0.1330,-0.0610,0.8720,0.0700,-0.1040,,,
8742,9007918,K07122.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7207.00,201.00,-277.00,4.060,0.198,-0.162,-0.1600,0.2500,-0.3500,1.8940,0.5760,-0.4710,1.4990,0.2210,-0.2650,,,
8743,9007953,K07123.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6122.00,171.00,-214.00,4.471,0.062,-0.200,-0.1000,0.2500,-0.3500,0.9960,0.2960,-0.1180,1.0700,0.1330,-0.1480,,,
8744,9024857,K07124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,5546.00,166.00,-149.00,4.575,0.038,-0.152,-0.1400,0.3000,-0.3000,0.8100,0.1880,-0.0630,0.9070,0.0830,-0.1020,,,
8745,9025739,K07125.01,,CANDIDATE,CANDIDATE,0.9990,5966.00,179.00,-214.00,4.418,0.087,-0.203,-0.1400,0.3000,-0.3000,1.0160,0.3000,-0.1290,0.9850,0.1320,-0.1190,,,
